       1    0.0000  +1.00000000  -0.00000000  -0.00000000  +0.00000000  +1.00000000  +0.00000000  -0.00000000  +0.00000000  +1.00000000  +0.00000000  -0.00000000  +0.00000000 
       2    0.7203  +0.99999332  -0.00330990  -0.00156111  +0.00331365  +0.99999160  +0.00240534  +0.00155314  -0.00241050  +0.99999589  +0.22327225  -0.53948659  +0.00213965 
       3    0.7755  +0.99999845  -0.00103759  +0.00142331  +0.00105202  +0.99994773  -0.01017268  -0.00141268  +0.01017417  +0.99994725  -0.00892598  +0.52272266  +0.02514654 
       4    0.8868  +0.99963176  -0.02311100  -0.01421853  +0.02327996  +0.99965894  +0.01183442  +0.01394017  -0.01216107  +0.99982888  +1.95864272  -2.62587762  -0.43569320 
       5    0.8755  +0.99989247  -0.01352423  -0.00566951  +0.01355522  +0.99989319  +0.00546272  +0.00559503  -0.00553898  +0.99996901  +0.86909306  -1.46431696  -0.02871816 
       6    1.0228  +0.99982816  -0.00352989  -0.01819795  +0.00385367  +0.99983436  +0.01778829  +0.01813214  -0.01785536  +0.99967617  +1.54561150  -1.46327472  -0.46620980 
       7    1.0164  +0.99937159  -0.00445038  -0.03516554  +0.00533904  +0.99966770  +0.02521740  +0.03504163  -0.02538931  +0.99906331  +2.91749644  -1.98521388  -1.28226852 
       8    1.0273  +0.99948859  +0.00973494  -0.03046017  -0.00904853  +0.99970382  +0.02259195  +0.03067108  -0.02230477  +0.99928063  +1.93582916  -0.82734501  -0.91990209 
       9    1.1264  +0.99956810  +0.00327916  -0.02920445  -0.00269579  +0.99979651  +0.01999255  +0.02926407  -0.01990518  +0.99937350  +1.89903545  -0.99218065  -1.44747460 
      10    1.1064  +0.99976885  +0.01380632  -0.01648235  -0.01375449  +0.99990010  +0.00325344  +0.01652562  -0.00302598  +0.99985886  +0.88748956  +1.06876087  -1.01478994 
      11    1.1591  +0.99961942  +0.02026121  -0.01872063  -0.02040368  +0.99976408  -0.00745045  +0.01856526  +0.00782959  +0.99979699  +0.83724660  +1.98020482  -1.43214464 
      12    1.0528  +0.99969280  +0.00975788  -0.02278428  -0.00961653  +0.99993390  +0.00630506  +0.02284429  -0.00608401  +0.99972051  +1.71595025  +0.25916582  -1.26539540 
      13    1.0305  +0.99977964  +0.00822592  -0.01931380  -0.00858745  +0.99978805  -0.01871105  +0.01915579  +0.01887279  +0.99963838  +1.30157554  +1.56774879  -1.83325517 
      14    1.0711  +0.99930048  +0.01830352  -0.03261133  -0.01962389  +0.99898118  -0.04063902  +0.03183427  +0.04125056  +0.99864155  +1.45855701  +3.54190063  -3.70287871 
      15    1.1888  +0.99899197  +0.01372172  -0.04274061  -0.01564435  +0.99886543  -0.04497878  +0.04207493  +0.04560209  +0.99807322  +2.30679631  +3.72740173  -4.47792339 
      16    1.1361  +0.99906850  +0.02656777  -0.03400411  -0.02805959  +0.99862975  -0.04417363  +0.03278393  +0.04508663  +0.99844497  +1.43321335  +4.68301582  -3.84261346 
      17    1.1222  +0.99962711  +0.02522279  -0.01046286  -0.02522144  +0.99968183  +0.00026094  +0.01046611  +0.00000304  +0.99994522  +0.20144732  +1.79584944  -0.91434503 
      18    0.9771  +0.99964547  +0.02432343  -0.01083199  -0.02433746  +0.99970311  -0.00116551  +0.01080043  +0.00142872  +0.99994063  +0.12708989  +1.93627024  -1.16700888 
      19    1.1204  +0.99959630  +0.01287844  -0.02532566  -0.01268345  +0.99988878  +0.00784498  +0.02542388  -0.00752060  +0.99964845  +1.41339445  +0.20070867  -1.71800995 
      20    1.1186  +0.99994594  +0.00520813  -0.00900034  -0.00508755  +0.99989772  +0.01336806  +0.00906904  -0.01332155  +0.99987012  +0.93413037  -0.27514079  -0.45354071 
      21    1.3534  +0.99997813  +0.00657781  -0.00070042  -0.00656379  +0.99980891  +0.01841377  +0.00082141  -0.01840877  +0.99983019  +0.32349765  -0.48524028  +0.41752255 
      22    1.4678  +0.99998772  +0.00325375  -0.00374482  -0.00318571  +0.99983233  +0.01803380  +0.00380287  -0.01802165  +0.99983037  +0.60456055  -0.66694325  +0.06348639 
      23    1.2458  +0.99994409  -0.00983254  -0.00388435  +0.00985206  +0.99993879  +0.00503886  +0.00383457  -0.00507685  +0.99997973  +1.57553113  -0.74479163  -0.56503880 
      24    1.2674  +0.99996859  -0.00674498  +0.00415851  +0.00672355  +0.99996418  +0.00514684  -0.00419308  -0.00511872  +0.99997813  +0.87001801  -0.28736299  -0.16155380 
      25    1.3501  +0.99974161  -0.00884083  +0.02094128  +0.00910724  +0.99987835  -0.01266090  -0.02082680  +0.01284835  +0.99970055  -0.04207665  +0.44479942  +0.45710170 
      26    1.3970  +0.99976510  -0.01052898  +0.01894340  +0.01073723  +0.99988264  -0.01092530  -0.01882615  +0.01112613  +0.99976087  +0.02598899  +0.37959027  +0.49546495 
      27    1.3760  +0.99962687  -0.02081645  +0.01768532  +0.02090077  +0.99977100  -0.00459626  -0.01758559  +0.00496418  +0.99983305  +0.64819437  -0.77473688  +0.55699384 
